,album_name,album_uri,artist_name,artist_uri,duration_ms,pos,track_name,track_uri
1511,Mutual Friends,spotify:album:5wyBVut9wFVvYad6XEkY5n,BOY,spotify:artist:7I7ObCLzhAnOchc4fCQiRX,221840,15,Little Numbers,spotify:track:4i1MWIchrtBoSh6wcAdt7e
1512,Spotify Sessions,spotify:album:2ZMzAcyUHfK5lnbBgGRjAf,Cloud Control,spotify:artist:5DCtsJfyBEzvZ9qN7jSA6j,227871,16,Scar,spotify:track:2oM6as2HzNyg2vAloEo14A
1513,White Lies,spotify:album:3FQvUfzKpXzTjdUHGfcFHA,Max Frost,spotify:artist:7r8xR0LmnaAM623MmRDn1V,177834,17,White Lies,spotify:track:6dg4jncA9hbthBGFVo2djw
1514,Red Light District,spotify:album:7HObHfPSVcMESb0pdNoNsy,Midi Matilda,spotify:artist:1vXoKc82szC0njIdv8vVgO,219153,18,Day Dreams,spotify:track:4uvj77VOz8BH45Jx7OZxT9
1515,Pine Trails,spotify:album:5auGOlxy0D8HrT6UIRJJqN,Satellite Stories,spotify:artist:2qRxFU6TyYb3HCMIIq8npH,208759,19,Campfire,spotify:track:6fSgES6IREH8yAFtnrDNdJ
1516,Noosa,spotify:album:4CIZmZeNiIerS9dYVJu4XX,Noosa,spotify:artist:2F8tffsSfw1767WgjtAHBW,312000,20,Walk On By,spotify:track:4hEx4pOr6zMsREYezwWNqn
1517,Tic Toc Tic,spotify:album:2Av177bsMZW9AXXKGalmKw,The Zolas,spotify:artist:0BVWMc7JEHdh2Ku6xgKuYL,329666,21,You??re Too Cool,spotify:track:6kicwCzuH6pI7PkgaK1SMI
1518,In the Silence,spotify:album:01jSo1xSf9wyqfZepgY0EV,?sgeir,spotify:artist:7xUZ4069zcyBM4Bn10NQ1c,235866,22,In the Silence,spotify:track:63ILvicvxMDpLsNKp4tt9Y
1519,In the Silence,spotify:album:01jSo1xSf9wyqfZepgY0EV,?sgeir,spotify:artist:7xUZ4069zcyBM4Bn10NQ1c,217786,23,Torrent,spotify:track:2SdM8g9FfmyCoqaElak66A
1520,What You Came Here For,spotify:album:1IiP7Y4nlkR4kRZN8sq5sg,Tigertown,spotify:artist:35qLEcmYiuYpOMDuAO8BYh,202538,24,What You Came Here For,spotify:track:6my7EClF9i7qrKUkeuOmfW
1521,Dream Your Life Away,spotify:album:6rIbiUMmZJfqJRnXhVxFvg,Vance Joy,spotify:artist:10exVja0key0uqUkk6LJRT,223640,25,Mess Is Mine,spotify:track:7BVwi9cIzSc6tpyxsp47vJ
1522,Writer's Block,spotify:album:5g4E06cxsFEMFE9hSekAt2,Peter Bjorn and John,spotify:artist:6u11Qbko2N2hP4lTBYjX86,217306,26,Amsterdam,spotify:track:4xj5OL6pyQTOsDRewbO5zv
1523,Changing Of The Seasons,spotify:album:1xmy2yE4Oc65Tn836TxVEl,Two Door Cinema Club,spotify:artist:536BYVgOnRky0xjsPT96zl,227106,27,Changing Of The Seasons,spotify:track:6gLQrU5bvwPf6BTlCSO6x2
1524,Spotify Sessions,spotify:album:44gIYOU5aVxddtLREYolpr,Shakey Graves,spotify:artist:1fZpYWNWdL5Z3wrDtISFUH,252797,28,"""Dearly Departed"" - Live from Spotify Sxsw 2014 (feat. Esme Patterson)",spotify:track:6lilJagMSnCKnOsOdNw1mv
1525,Spotify Sessions,spotify:album:7z50fkoKTjnNyChNiJQx6q,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,231456,29,"Someone New - Live From Spotify, London 2014",spotify:track:1YGqFtTZrScf2fHeVC3WiC
1526,Gorilla Manor,spotify:album:0r5Ish3BCwLoJ1nPtZtLbc,Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,238053,30,Airplanes,spotify:track:5v7Eh9qFbUPcjjF7xbLB7l
1527,Fiction Family,spotify:album:0N3XuCiNs3SAzz3kVMs6zv,Fiction Family,spotify:artist:4bokLXmltodf13GHlsiQD2,177173,31,When She's Near,spotify:track:4KjxJuEmzh39d88NH7JfW4
1528,Star Of Love,spotify:album:00v21bgN2da5KonMWEAMec,Crystal Fighters,spotify:artist:75EZuo5MHV2572NRpMWotC,306440,32,At Home,spotify:track:3dXNrqnhNUPdrkvnj8TjvX
1529,Kicker,spotify:album:600XgAY1N6sRPVczmBogiF,Zella Day,spotify:artist:100sLnojEpcadRx4edEBA6,186213,33,East of Eden,spotify:track:2Wc2tcQl7cPetPKeXH3GD3
1530,Sweet Disarray,spotify:album:2qg3JERQKBjZXvMBtvKR0y,Dan Croll,spotify:artist:5Rr15NSbi1Xjno1AEP9u21,181846,34,Compliment Your Soul,spotify:track:0pYIbG6swaHaf4oTvZnRfQ
1531,Our Youth,spotify:album:2vUSFbWh8iPEquWeGhVL0u,Urban Cone,spotify:artist:3WOOglGBDGvr6c2WBeMAWn,234160,35,Urban Photograph,spotify:track:2CsFqLUceIkQhXdfgOe6u1
1532,TALKING IS HARD,spotify:album:3mNoFlD1wsoXfkljfFzExT,WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,199080,36,Shut Up and Dance,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
1533,We Are Only What We Feel,spotify:album:58z2Nvab8wcQNs0n4J3GNZ,NONONO,spotify:artist:513t0jZUP0K98C4h7KHtEb,209485,37,Pumpin Blood,spotify:track:7ti4qMC7xYQeh1uRzj5XuM
1534,The Mistress,spotify:album:5TOHIKTd3W91dFKUG8kRj9,Yellow Ostrich,spotify:artist:3zIJJVhqINXeuLWMbZdlbY,224457,38,WHALE,spotify:track:2pSrLIUJ30ZX84igVPT8n2
1535,Fantasy Memorial,spotify:album:4RF24NJXmL1dWaJNs4SVHy,Dinosaur Feathers,spotify:artist:1QNdxNxH8h3X2VxPXaUuwk,254266,39,Family Waves,spotify:track:2dqdb914jjDK29rcXD0Arc
1536,NORDO,spotify:album:64q8SojstSgUeErnWmsveW,Air Traffic Controller,spotify:artist:2Oboq4Pq88TcC9eUn2HSW9,240680,40,You Know Me,spotify:track:099TPpEaCSjEwysWZeTZv1
1537,Be Impressive,spotify:album:159cL7XcdoUldPCCy6JlfB,The Griswolds,spotify:artist:3nUbzTTtP2w4HqvT5y5vkV,226080,41,Aurora Borealis,spotify:track:2HEYunDpe6HneiUCn6ZY1U
1538,Any Port In A Storm,spotify:album:5sfADrGjV3NsjweKZzriPX,Dirty Heads,spotify:artist:6GkJh85o22LfD2vgL9DP6f,217520,42,Lay Me Down,spotify:track:4duRCqphyoANSfH8oUl6c2
1539,Heart Of A Lion,spotify:album:0NEHyAWTPOZQmydYgq4gUl,The Griswolds,spotify:artist:3nUbzTTtP2w4HqvT5y5vkV,200680,43,Mississippi,spotify:track:6qTXpRSl0cr6E6BQUXQhyt
1540,Matchstick,spotify:album:2l34SzNwSLQ6qtoZyxWll8,American Royalty,spotify:artist:7BSxJ94R4yVoBLeU8DHNtt,263711,44,Matchstick,spotify:track:0C6S9iTM9jSWu96Y1nvc4P
1541,Mondo,spotify:album:6AbrLabiBsj3yzk5H2g1al,Electric Guest,spotify:artist:7sgWBYtJpblXpJl2lU5WVs,175773,45,This Head I Hold,spotify:track:1tzPSule9WZ9B8SujHv8fp
1542,The Wilder Mile,spotify:album:0JM4f59ROblqFgnYeXCZHE,Freedom Fry,spotify:artist:195hFqaTDENqLCcG8uGtM7,201933,46,The Wilder Mile,spotify:track:6Adtsxq17euZxSHFL3Wucb
1543,Young the Giant,spotify:album:2ww7MYrkExsljnKhcINDse,Young the Giant,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,259773,47,I Got,spotify:track:0CnRxBOItBbzq9vDgyRpXj
1544,The Speed of Things,spotify:album:3gH9OXHGwEdf1HmY6u4mDR,JR JR,spotify:artist:3VAxb3UskTNiHAKh4UeOEv,185773,48,Hiding,spotify:track:2wOZ3MzOvz7IPyRSQ6KfXW
1545,Revelation,spotify:album:2FaftX7nenyiYsEIrpzPJN,Third Day,spotify:artist:7uWXomGkKtIq9B4XgA3gch,213440,0,Revelation,spotify:track:03v6RgqWOMWFaaW83ep2hF
1546,I Will Follow,spotify:album:6bRMknojXPVfD1hCWUPB8V,Jeremy Camp,spotify:artist:5wpEBloInversG3zp3CVAk,277280,1,Same Power,spotify:track:7AlFRA7zpc30NM8LO3ZcE4
1547,Thrive,spotify:album:3rdhHLp8c07rmDpN7lEARY,Casting Crowns,spotify:artist:6eJqAWJdd8JhAN1pQGie4r,281426,2,Broken Together,spotify:track:2PuvIyN4e2w2i4GIjWCqsB
1548,The Heat,spotify:album:5OEL6rFpj2Ay6CbABAr3AU,NEEDTOBREATHE,spotify:artist:610EjgFatGvVPtib97jQ8G,209880,3,Streets Of Gold,spotify:track:5Mu1Eo2YnSZgEdKwLaECdH
1549,And If Our God Is For Us...,spotify:album:2xwFfH8fO1MRmWZbNKZVqt,Chris Tomlin,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,285160,4,Our God,spotify:track:40lKptao1hxVqA7fd1OOGp
1550,The River,spotify:album:4LrF2acIlERqdvpW8cPbFq,Jordan Feliz,spotify:artist:0TgNiaeQaWssaH9aWjbqnA,191426,5,Never Too Far Gone,spotify:track:3F6bUrxcmguP9Z5TJtA5DO
1551,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,208520,6,Priceless,spotify:track:7BTmtN6bP35E54vVASTqao
1552,The Ultimate Playlist,spotify:album:6KbN9ipWBRR5xa5wg4CFtF,Chris Tomlin,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,293398,7,Good Good Father,spotify:track:1CvoOXxJqC2VHwgjZxjGX5
1553,Hope in Front of Me,spotify:album:7fY3WG6Ae45UiPbFYPDYCX,Danny Gokey,spotify:artist:5Yu3b48Y29bZlI1cLPOZJz,233774,8,Tell Your Heart to Beat Again,spotify:track:5aTnHLb3N64yshgD8i5Emn
1554,Pieces Of A Real Heart,spotify:album:5U37znh7JU30xL3JHFLHAz,Sanctus Real,spotify:artist:6QgOGgahvXBHEEzpjbDsOj,215706,9,Forgiven,spotify:track:59hA310cW6aRLUAy1z8yIP
1555,Beloved,spotify:album:37b7Y7ow9J8eHcRyEtqaWY,Jordan Feliz,spotify:artist:0TgNiaeQaWssaH9aWjbqnA,195506,10,The River,spotify:track:1mSMwIW4ZK6DVl499FvDPv
1556,Where The Light Shines Through,spotify:album:0mu1FtVZK5mUrYT9FmxtIo,Switchfoot,spotify:artist:6S58b0fr8TkWrEHOH4tRVu,236346,11,Live It Well,spotify:track:2yqnWMIgaXNE0zePXxN8js
1557,I Will Follow,spotify:album:6bRMknojXPVfD1hCWUPB8V,Jeremy Camp,spotify:artist:5wpEBloInversG3zp3CVAk,211600,12,Christ In Me,spotify:track:04ZzbJOLBEhaf8PVQuH96u
1558,Neon Steeple,spotify:album:0SZuWTFCgmLbEwKvDcDiDf,Crowder,spotify:artist:39xmI59WrIMyyJjSDq6WCu,289746,13,Come As You Are,spotify:track:6iha1ZUpCGUJrrQLDSFYux
1559,How Can It Be,spotify:album:4pgbf6PoUwBlPQDBcATNq0,Lauren Daigle,spotify:artist:40LHVA5BTQp9RxHOQ9JPYj,211600,14,Trust In You,spotify:track:4908mwb34dqgcaxHeFjitw
1560,Burning Lights,spotify:album:3tSSB1DofuOXRnNXPDjwiW,Chris Tomlin,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,267906,15,Whom Shall I Fear [God of Angel Armies],spotify:track:2VuwpxQR7rTPWkoLkpANdz
1561,How Great Is Our God: The Essential Collection,spotify:album:63o2Wjzlnv5FsMSuEmT0Xu,Chris Tomlin,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,305426,16,How Great Is Our God,spotify:track:0jOSpB2zK2O0SNxj8ZT5lp
1562,All The People Said Amen,spotify:album:2WtZ4nYCFphrLzFcjuxhyu,Matt Maher,spotify:artist:1dPl8axUL09mso0myZqPZW,205666,17,"Lord, I Need You",spotify:track:4EHWldZTas5KUyFtT0rQlY
1563,Brother,spotify:album:55Fm920hiqUcGhKuv8hjgV,NEEDTOBREATHE,spotify:artist:610EjgFatGvVPtib97jQ8G,208205,18,Brother (feat. Gavin DeGraw),spotify:track:62M9yafZsSRzlsphzeJPGo
1564,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),spotify:album:3JgsuH1i4ddVP4Ke5zf87I,for KING & COUNTRY,spotify:artist:3sDbKMebVH2VYcRSl7u1VC,303306,19,Shoulders,spotify:track:5MCG4XcVcvCOXWpSg2cfRC
1565,Lead Us Back: Songs of Worship,spotify:album:0SgfcGHEntlBVfb3DOxkZw,Third Day,spotify:artist:7uWXomGkKtIq9B4XgA3gch,238600,20,Your Words (feat. Harvest),spotify:track:4RQMYkHQrEiwvbKtlaW2w8
1566,Hollyn,spotify:album:5CsO3yWRSR7zJkJVcSj45f,Hollyn,spotify:artist:2E6Nnh7AAOVajEHHRDALav,226293,21,Alone (feat. Tru),spotify:track:47hGj4XTeK0bjo4Ko42K1g
1567,Otherside,spotify:album:1ABFLeglgqiogDPTy4AdAd,Tom Swoon,spotify:artist:2OFEXARoSZyZLR6S0oV2R7,207202,0,Otherside - Radio Edit,spotify:track:4i7nIQd5nZeKyIHQI0idWy
1568,RECORD,spotify:album:4d5bXn4NrqskgD59l3jkIs,Zero 7,spotify:artist:14H7ag1wpQOsPPQJOD6Dqr,536866,1,Futures - Carl Craig Remix,spotify:track:0Jmuj4Xz0mroTDE2XFUbcM
1569,4x4=12,spotify:album:791GBXI2YhfSdzn0ARQzlj,deadmau5,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,426113,2,I Said - Michael Woods Remix,spotify:track:0sXWq8leY2aaowjy43l98n
1570,ZZafrika Remixes,spotify:album:780vJp7ni3FzkCWDaSqTA4,ZZT,spotify:artist:2gv0vhtUiUJeGcYkTybo7G,366214,3,Zzafrika - Gesaffelstein Remix,spotify:track:1zZnsNx13kVgxUdM9vMr6L
1571,Bigfoot,spotify:album:41vbo79xYccTZEo3JED7Gn,W&W,spotify:artist:2rTo8KIkBTFjQS7VvaKYQ4,270506,4,Bigfoot - Original Mix,spotify:track:27C6PpvchM4PfWoh5w5eQm
1572,Twilight,spotify:album:30A9OifmRuUVNx58pUePr4,Kirsty Bertarelli,spotify:artist:4ZB1gFCCrfJha2MBjnh7fy,363084,5,Twilight (Armin Van Buuren Remix),spotify:track:5R2lhVAbBL7DE8NNNkpigB
1573,The Crystal Method,spotify:album:3qeMjvHUIickgrvVilvpy4,The Crystal Method,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,303874,6,Jupiter Shift,spotify:track:6byVrruF9GkqCbe00BJsZM
1574,Rainbow Man 2014,spotify:album:2nRgCXttOv81Gy5HmRmx32,Busy P,spotify:artist:3coXUO5EiwR37nzX4xWjIV,214626,7,Rainbow Man,spotify:track:32j3wAO0iVtUHnS0sFyNce
1575,"The Enhanced Collection 2015, Pt. 2",spotify:album:1q0iM7ZLDa5iZBKCAg3klp,Enzo Darren,spotify:artist:3zxUFRMKw3WMdAA840XIal,328765,8,Adonis - Original Mix,spotify:track:0oCDNwtVNskYHe3j6ildrj
1576,Drop It Like This,spotify:album:4zByRXa1T6tF0xO98BctSc,TST,spotify:artist:1Q5wmgUdwSVAKa7VZsGckB,291318,9,Drop It Like This - Original Mix,spotify:track:6lYRaxsYT59anNehlUtGrU
1577,5 Years of mau5,spotify:album:0zyj1GySC9Cf4u8maD2q9v,deadmau5,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,379120,10,Strobe - Club Edit,spotify:track:6fZersDfjZ7CMyLe0jvixb
1578,Addicted To My Ex,spotify:album:5h9SDZSCoJh5bVFcqua9cz,M City JR,spotify:artist:0wSIyRIXxXiOBCIV0TyXZH,223074,0,Addicted To My Ex,spotify:track:5NuhZIx47GxB5DAXg8jWHN
1579,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,189853,1,Still Here,spotify:track:433P7tDcIAi6NLnf4Sh6tI
1580,EVOL,spotify:album:3jJKDKdlwRS584zUlHV2Ly,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,173346,2,Wicked,spotify:track:6BbINUfGabVyiNFJpQXn3x
1581,Views,spotify:album:3hARKC8cinq3mZLLAEaBh9,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,245226,3,Controlla,spotify:track:6F609ICg9Spjrw1epsAnpa
1582,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,333946,4,Redemption,spotify:track:4cRBqWBjuccCowYVHFlXK6
1583,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,212946,5,Pop Style,spotify:track:5mPSyjLatqB00IkPqRlbTE
1584,19 - EP,spotify:album:3N1TB3dK4eC44E92ByGJy6,Jacquees,spotify:artist:4tMm1dU6Gn04VAZ9ClHcIZ,259918,6,"Feel It (feat. Lloyd, Rich Homie Quan)",spotify:track:60A9cgTlUXxO7c2ucnen1x
1585,When It's Dark Out,spotify:album:09Q3WwGYsQe5ognkvVkmCu,G-Eazy,spotify:artist:02kJSzxNuaWGqwubyUba0Z,273253,7,Drifting,spotify:track:5sv4LTz8qayQYnXlzaxg2x
1586,PARTYNEXTDOOR 3 (P3),spotify:album:2FXGUAESmG5l9YPrzWPvHI,PARTYNEXTDOOR,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,235477,8,Come and See Me (feat. Drake),spotify:track:1wZqJM5FGDEl3FjHDxDyQd
1587,19 - EP,spotify:album:3N1TB3dK4eC44E92ByGJy6,Jacquees,spotify:artist:4tMm1dU6Gn04VAZ9ClHcIZ,291500,9,Come Thru,spotify:track:3BFrR2hemusNSuiuNWXUqO
1588,Slime Season 3,spotify:album:2z4c8M8aVzl7CTobIp36KF,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,176386,10,Digits,spotify:track:4cg1yakyRSIOjxKM2I7J1q
1589,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,243269,11,One Night,spotify:track:40yJGQyEaBbIkXpwMFkXip
1590,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,237146,12,Too Young,spotify:track:4SYUUlkScpNR1QvPscXf8t
1591,Late Nights: The Album,spotify:album:7DMyQuDPe8xzjC0UDSDa96,Jeremih,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,245520,13,Impatient,spotify:track:3WjyiSbfR74pjWXQ3IaFKJ
1592,Wake Up,spotify:album:7vhZcSEXGx8dHt1O5coI7Z,Fetty Wap,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,224000,14,Wake Up,spotify:track:6BOtDFg6GJm0rPUDuNmx57
1593,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,195053,15,With You,spotify:track:3aJkV6DUTSCqOwVwaBDG9B
1594,Views,spotify:album:3hARKC8cinq3mZLLAEaBh9,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,263373,16,Too Good,spotify:track:11KJSRSgaDxqydKYiD2Jew
1595,Buscabulla,spotify:album:3FpDgSzOs5Wgwf2ORG0FMX,Buscabulla,spotify:artist:0MoaBi6dSquXp6rrlqlF8R,248371,0,M??tele,spotify:track:6x4Wjpr53e15U3rX4wngK7
1596,"World, You Need a Change of Mind",spotify:album:5dVgaWc2WdCC6i4EcA2Bgr,Kindness,spotify:artist:6SYIsHAQ1sPokVxmzpaDBU,217253,1,House,spotify:track:7drqcBBZwddPvFkHbvnCeM
1597,Era Extra?a,spotify:album:6DG8CSr0TpfU32ORdIb19B,Neon Indian,spotify:artist:0KydPQPUUoTNhmiHKOg5Er,264000,2,Polish Girl,spotify:track:35rdv7N27twjo4gnUzmnRZ
1598,"Oh, Inverted World",spotify:album:34XlrJGfsDhvRDeJ8a6lie,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,231173,3,New Slang,spotify:track:5oUV6yWdDM0R9Q2CizRhIt
1599,Fleet Foxes,spotify:album:1rfgmU0AYNwWfS88pCOlX7,Fleet Foxes,spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,147026,4,White Winter Hymnal,spotify:track:4XTuSMs47SIg35KxhNIUGe
1600,Sun Giant,spotify:album:1THgsJygpeEj3yfXuRm7Bb,Fleet Foxes,spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,275306,5,Mykonos,spotify:track:3RVupqMb1zXl8FNG9TlWBZ
1601,Push Barman To Open Old Wounds,spotify:album:2V0IZqEgldNbKPxUZuS4y4,Belle & Sebastian,spotify:artist:4I2BJf80C0skQpp1sQmA0h,161960,6,Winter Wooskie,spotify:track:3NHGs64KcH0CZDmW7t5mQx
1602,If You're Feeling Sinister,spotify:album:0SNByQPpjI1SZvH4d5UTww,Belle & Sebastian,spotify:artist:4I2BJf80C0skQpp1sQmA0h,205600,7,Get Me Away From Here I'm Dying,spotify:track:32UUtE4nKeR6PHyPqMpYv6
1603,Wincing the Night Away,spotify:album:5ByHEWLmUbRjzwC93c0WcU,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,238026,8,Sleeping Lessons,spotify:track:7kx3bnxJypEb4RuRj9s8Kv
1604,Wincing the Night Away,spotify:album:5ByHEWLmUbRjzwC93c0WcU,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,236733,9,Australia,spotify:track:0NhvXWy3knBLgGGM6Y1Q7R
1605,Louder Than Bombs,spotify:album:45StnugV9WQMQwk4rRoTy8,The Smiths,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,112706,10,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",spotify:track:1oA0tDRFjY5xoNDXuMBGGA
1606,Louder Than Bombs,spotify:album:45StnugV9WQMQwk4rRoTy8,The Smiths,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,253560,11,Asleep - 2011 Remastered Version,spotify:track:7LZgdL0MxiElfaKZbuuE4l
1607,Carrie & Lowell,spotify:album:5MQPCHqfFR9wweKrLJyaSM,Sufjan Stevens,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,305499,12,Should Have Known Better,spotify:track:6bZBHeQVOVGLvAwnQKb6rC
1608,Comfort Y Musica Para Volar,spotify:album:5RJLKN7ucuVaRAUzNKtKB8,Soda Stereo,spotify:artist:7An4yvF7hDYDolN4m5zKBp,247000,13,Te Para 3 - MTV Unplugged,spotify:track:2kMVxFh1y5gow2hBtqGO4m
1609,Double Youth,spotify:album:473eOr5orSC0kDyrS7XFTL,Helado Negro,spotify:artist:69qhRLDvsWJOhWGXXQ0lQQ,213442,14,Are I Here,spotify:track:61ENCESEGiS5gVfJnNE0AZ
1610,Carrie & Lowell,spotify:album:5MQPCHqfFR9wweKrLJyaSM,Sufjan Stevens,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,239634,15,Death With Dignity,spotify:track:2JyEK1FvLHhymbCw7Mf1S6
1611,Veneer,spotify:album:2e0BYdQ7VJlzSNHafdmfrl,Jos?? Gonz??lez,spotify:artist:6xrCU6zdcSTsG2hLrojpmI,161680,16,Heartbeats,spotify:track:5YqpHuXpFjDVZ7tY1ClFll
1612,Bon Iver,spotify:album:0XOyEsl3kgwwVpYcLV5rRs,Bon Iver,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,336613,17,Holocene,spotify:track:1XQnZTR0ER8y5fGO17uX1R
1613,The Shepherd's Dog,spotify:album:5525Fe7wFEeJesNqPfNP8C,Iron & Wine,spotify:artist:4M5nCE77Qaxayuhp3fVn4V,242226,18,Flightless Bird/American Mouth,spotify:track:1bECKhfBNzods0soMPXwdQ
1614,Helplessness Blues,spotify:album:6SUzec8cWCUMhvdW3KbMYZ,Fleet Foxes,spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,303386,19,Helplessness Blues,spotify:track:1b8Zlu3aMVxEbyeospYPrK
1615,The Head And The Heart,spotify:album:4JKVVz1tD8PYKoXIZ7ZEJy,The Head and the Heart,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,303653,20,Down In The Valley,spotify:track:5aVhFEvhPKibeOoCx7aNtG
1616,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,213863,0,beibs in the trap,spotify:track:0ESJlaM8CE1jRWaNtwSNj8
1617,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,243836,1,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2
1618,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,207107,2,guidance,spotify:track:2c2csx4OTYtbkzvbSTXlGY
1619,Butterfly Effect,spotify:album:4fOw7xSDwqb58Z2Qia5j81,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,190677,3,Butterfly Effect,spotify:track:1yxgsra98r3qAtxqiGZPiX
1620,Rodeo,spotify:album:4PWBTB6NYSKQwfo79I3prg,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,461840,4,3500,spotify:track:1SGt65i9AnXYdDQt1AtDRH
1621,Rodeo,spotify:album:4PWBTB6NYSKQwfo79I3prg,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,339066,5,90210,spotify:track:51EC3I1nQXpec4gDk0mQyP
1622,Rodeo,spotify:album:4PWBTB6NYSKQwfo79I3prg,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,321560,6,Nightcrawler,spotify:track:3xby7fOyqmeON8jsnom0AT
1623,Rodeo,spotify:album:4PWBTB6NYSKQwfo79I3prg,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,262693,7,Antidote,spotify:track:1wHZx0LgzFHyeIZkUydNXq
1624,Know No Better (feat. Quavo),spotify:album:52mrstSCAha3yK4X5KhBh4,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,225849,8,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",spotify:track:3Ytr1SUCUi6J3L9dRFx5iH
1625,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,252256,9,pick up the phone,spotify:track:20dP2DaMHIAmwWAbp7peSr
1626,Rodeo,spotify:album:4PWBTB6NYSKQwfo79I3prg,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,262693,10,Antidote,spotify:track:1wHZx0LgzFHyeIZkUydNXq
1627,Mamacita,spotify:album:6oEICQkozJ4HRWsetBGUl7,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,274320,11,Mamacita,spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j
1628,AT.LONG.LAST.A$AP,spotify:album:3arNdjotCvtiiLFfjKngMc,A$AP Rocky,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,238306,12,L$D,spotify:track:4S7YHmlWwfwArgd8LfSPud
1629,Whole Lotta Lovin',spotify:album:4k8OFHeiAlbAZZfNQwGc1n,DJ Mustard,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k,299160,13,Whole Lotta Lovin',spotify:track:01gNiOqg8u7vT90uVgOVmz
